covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
oltv,0.030760479481536502,1.0312384715296843,0.006765254989177471,0.017500823356518744,0.04402013560655426,1.0176548600431796,1.0450033964538397,0.0,4.5468322377714845,5.44593728243201e-06,17.486388201493572
fico,-0.013490053837471748,0.986600529158146,0.00195745305944752,-0.017326591335416627,-0.009653516339526868,0.9828226508523177,0.9903929292746807,0.0,-6.891635930865816,5.515438309587956e-12,37.39966159790112
